"","fips","netwp_h"
"2387","46057",NA
"2388","46059",NA
"2389","46061",NA
"2390","46063",NA
"2391","46065",NA
"2392","46067",NA
"2393","46069",NA
"2394","46071",NA
"2395","46073",NA
"2396","46075",NA
"2397","46077",NA
"2398","46079",NA
"2399","46081",NA
"2400","46083",NA
"2401","46085",NA
"2402","46087",NA
"2403","46089",NA
"2404","46091",NA
"2405","46093",NA
"2406","46095",NA
"2407","46097",NA
"2408","46099",0.00442690588533878
"2409","46101",NA
"2410","46103",NA
"2411","46105",NA
"2412","46107",NA
"2413","46109",NA
"2414","46111",NA
"2415","46113",NA
"2416","46115",NA
"2417","46117",NA
"2418","46119",NA
"2419","46121",NA
"2420","46123",NA
"2421","46125",NA
"2422","46127",NA
"2423","46129",NA
"2424","46135",NA
"2425","46137",NA
"2426","47001",-0.0282571539282799
"2427","47003",-0.033256534487009
"2428","47005",NA
"2429","47007",NA
"2430","47009",-0.0188631918281317
"2431","47011",-0.0278788264840841
"2432","47013",-0.0301547423005104
"2433","47015",NA
"2434","47017",NA
"2435","47019",-0.0301562696695328
"2436","47021",-0.0194579493254423
"2437","47023",NA
"2438","47025",NA
"2439","47027",NA
"2440","47029",NA
"2441","47031",-0.0398279167711735
"2442","47033",NA
"2443","47035",-0.0359431095421314
"2444","47037",-0.0181317646056414
"2445","47039",NA
"2446","47041",0.00556068262085319
"2447","47043",0.0208874996751547
"2448","47045",-0.0178796462714672
"2449","47047",-0.020250553265214
"2450","47049",NA
"2451","47051",-0.0179624725133181
"2452","47053",-0.00652820384129882
"2453","47055",-0.0220958050340414
"2454","47057",NA
"2455","47059",-0.0584058985114098
"2456","47061",NA
"2457","47063",-0.0113946665078402
"2458","47065",-0.0156704895198345
"2459","47067",NA
"2460","47069",NA
"2461","47071",0.0018446542089805
"2462","47073",-0.0177293699234724
"2463","47075",NA
"2464","47077",-0.0170429460704327
"2465","47079",-0.0766702219843864
"2466","47081",NA
"2467","47083",NA
"2468","47085",NA
"2469","47087",NA
"2470","47089",0.00404267804697156
"2471","47091",NA
"2472","47093",-0.0141859482973814
"2473","47095",NA
"2474","47097",NA
"2475","47099",-0.037702027708292
"2476","47101",NA
"2477","47103",0.00897953007370234
"2478","47105",NA
"2479","47107",-0.00838045869022608
"2480","47109",NA
"2481","47111",-0.0542685128748417
"2482","47113",-0.0199928153306246
"2483","47115",NA
"2484","47117",NA
"2485","47119",-0.0557548105716705
"2486","47121",NA
"2487","47123",-0.0219188276678324
"2488","47125",0.0137735782191157
"2489","47127",NA
"2490","47129",NA
"2491","47131",NA
"2492","47133",NA
"2493","47135",NA
"2494","47137",NA
"2495","47139",NA
"2496","47141",-0.00680160243064165
"2497","47143",-0.0177481360733509
"2498","47145",NA
"2499","47147",-0.0115631399676204
"2500","47149",-0.0339781418442726
"2501","47151",NA
"2502","47153",NA
"2503","47155",-0.0140223130583763
"2504","47157",-0.0437651239335537
"2505","47159",NA
"2506","47161",NA
"2507","47163",-0.0058987308293581
"2508","47165",-0.029128298163414
"2509","47167",-0.0550587512552738
"2510","47169",NA
"2511","47171",-0.0430210418999195
"2512","47173",NA
"2513","47175",NA
"2514","47177",-0.0202779974788427
"2515","47179",-0.000804131967015564
"2516","47181",NA
"2517","47183",-0.0372133664786816
"2518","47185",-0.0442457459867001
"2519","47187",-0.0215431898832321
"2520","47189",-0.0269230790436268
"2521","48001",NA
"2522","48003",NA
"2523","48005",NA
"2524","48007",NA
"2525","48009",NA
"2526","48011",NA
"2527","48013",NA
"2528","48015",NA
"2529","48017",NA
"2530","48019",NA
"2531","48021",-0.0184167865663767
"2532","48023",NA
"2533","48025",NA
"2534","48027",-0.00322935916483402
"2535","48029",-0.0246965158730745
"2536","48031",NA
"2537","48033",NA
"2538","48035",NA
"2539","48037",NA
"2540","48039",-0.017071420326829
"2541","48041",-0.00236075953580439
"2542","48043",NA
"2543","48045",NA
"2544","48047",NA
"2545","48049",NA
"2546","48051",NA
"2547","48053",NA
"2548","48055",NA
"2549","48057",NA
"2550","48059",NA
"2551","48061",-0.0256193242967129
"2552","48063",NA
"2553","48065",NA
"2554","48067",NA
"2555","48069",NA
"2556","48071",NA
"2557","48073",NA
"2558","48075",NA
"2559","48077",NA
"2560","48079",NA
"2561","48081",NA
"2562","48083",NA
"2563","48085",-0.0291122477501631
"2564","48087",NA
"2565","48089",NA
"2566","48091",-0.00852494593709707
"2567","48093",NA
"2568","48095",NA
"2569","48097",NA
"2570","48099",NA
"2571","48101",NA
"2572","48103",NA
"2573","48105",NA
"2574","48107",NA
"2575","48109",NA
"2576","48111",NA
"2577","48113",-0.0253484733402729
"2578","48115",NA
"2579","48117",NA
"2580","48119",NA
"2581","48121",-0.0106750344857574
"2582","48123",NA
"2583","48125",NA
"2584","48127",NA
"2585","48129",NA
"2586","48131",NA
"2587","48133",NA
"2588","48135",-0.0157250482589006
"2589","48137",NA
"2590","48139",-0.0337046086788177
"2591","48141",-0.0386390201747417
"2592","48143",NA
"2593","48145",NA
"2594","48147",NA
"2595","48149",NA
"2596","48151",NA
"2597","48153",NA
"2598","48155",NA
"2599","48157",-0.0213121101260185
"2600","48159",NA
"2601","48161",NA
"2602","48163",NA
"2603","48165",NA
"2604","48167",-0.0280608180910349
"2605","48169",NA
"2606","48171",NA
"2607","48173",NA
"2608","48175",NA
"2609","48177",NA
"2610","48179",NA
"2611","48181",NA
"2612","48183",-0.00783301703631878
"2613","48185",NA
"2614","48187",-0.0154491439461708
"2615","48189",NA
"2616","48191",NA
"2617","48193",NA
"2618","48195",NA
"2619","48197",NA
"2620","48199",-0.00536368833854795
"2621","48201",-0.0225911214947701
"2622","48203",NA
"2623","48205",NA
"2624","48207",NA
"2625","48209",0.003106843912974
"2626","48211",NA
"2627","48213",NA
"2628","48215",-0.00828553270548582
"2629","48217",NA
"2630","48219",NA
"2631","48221",-0.00966857001185417
"2632","48223",NA
"2633","48225",NA
"2634","48227",NA
"2635","48229",NA
"2636","48231",NA
"2637","48233",NA
"2638","48235",NA
"2639","48237",NA
"2640","48239",NA
"2641","48241",NA
"2642","48243",NA
"2643","48245",-0.00271589588373899
"2644","48247",NA
"2645","48249",NA
"2646","48251",-0.0237042214721441
"2647","48253",NA
"2648","48255",NA
"2649","48257",-0.0461666136980057
"2650","48259",-0.00375781417824328
"2651","48261",NA
"2652","48263",NA
"2653","48265",NA
"2654","48267",NA
"2655","48271",NA
"2656","48273",NA
"2657","48275",NA
"2658","48277",NA
"2659","48279",NA
"2660","48281",NA
"2661","48283",NA
"2662","48285",NA
"2663","48287",NA
"2664","48289",NA
"2665","48291",NA
"2666","48293",NA
"2667","48295",NA
"2668","48297",NA
"2669","48299",NA
"2670","48301",NA
"2671","48303",0.000897211895789951
"2672","48305",NA
"2673","48307",NA
"2674","48309",-0.0047081895172596
"2675","48311",NA
"2676","48313",NA
"2677","48315",NA
"2678","48317",NA
"2679","48319",NA
"2680","48321",NA
"2681","48323",NA
"2682","48325",NA
"2683","48327",NA
"2684","48329",0.00447862641885877
"2685","48331",NA
"2686","48333",NA
"2687","48335",NA
"2688","48337",NA
"2689","48339",-0.0111007560044527
"2690","48341",NA
"2691","48343",NA
"2692","48345",NA
"2693","48347",NA
"2694","48349",NA
"2695","48351",NA
"2696","48353",NA
"2697","48355",-0.0183944031596184
"2698","48357",NA
"2699","48359",NA
"2700","48361",NA
"2701","48363",NA
"2702","48365",NA
"2703","48367",0.005070592276752
"2704","48369",NA
"2705","48371",NA
"2706","48373",NA
"2707","48375",-0.00951336696743965
"2708","48377",NA
"2709","48379",NA
"2710","48381",-0.0185485947877169
"2711","48383",NA
"2712","48385",NA
"2713","48387",NA
"2714","48389",NA
"2715","48391",NA
"2716","48393",NA
"2717","48395",NA
"2718","48397",-0.0268099140375853
"2719","48399",NA
"2720","48401",NA
"2721","48403",NA
"2722","48405",NA
"2723","48407",NA
"2724","48409",0.0190985109657049
"2725","48411",NA
"2726","48413",NA
"2727","48415",NA
"2728","48417",NA
"2729","48419",NA
"2730","48421",NA
"2731","48423",-0.0103382775560021
"2732","48425",NA
"2733","48427",NA
"2734","48429",NA
"2735","48431",NA
"2736","48433",NA
"2737","48435",NA
"2738","48437",NA
"2739","48439",-0.0215977486222982
"2740","48441",-0.0081768361851573
"2741","48443",NA
"2742","48445",NA
"2743","48447",NA
"2744","48449",NA
"2745","48451",0.0109531208872795
"2746","48453",-0.0104642063379288
"2747","48455",NA
"2748","48457",NA
"2749","48459",NA
"2750","48461",NA
"2751","48463",NA
"2752","48465",NA
"2753","48467",NA
"2754","48469",-0.00477117858827114
"2755","48471",NA
"2756","48473",NA
"2757","48475",NA
"2758","48477",NA
"2759","48479",-0.0387754701077938
"2760","48481",NA
"2761","48483",NA
"2762","48485",-0.00898989289999008
"2763","48487",NA
"2764","48489",NA
"2765","48491",-0.0221888646483421
"2766","48493",NA
"2767","48495",NA
"2768","48497",NA
"2769","48499",NA
"2770","48501",NA
"2771","48503",NA
"2772","48505",NA
"2773","48507",NA
"2774","49001",NA
"2775","49003",-0.0659043565392494
"2776","49005",NA
"2777","49007",NA
"2778","49009",NA
"2779","49011",-0.033049788326025
"2780","49013",NA
"2781","49015",NA
"2782","49017",NA
"2783","49019",NA
"2784","49021",NA
"2785","49023",NA
"2786","49025",NA
"2787","49027",NA
"2788","49029",NA
"2789","49031",NA
"2790","49033",NA
"2791","49035",-0.09132981300354
"2792","49037",NA
"2793","49039",NA
"2794","49041",NA
"2795","49043",-0.0667180046439171
"2796","49045",-0.0657862573862076
"2797","49047",NA
"2798","49049",-0.0668481662869453
"2799","49051",NA
"2800","49053",-0.116235315799713
"2801","49055",NA
"2802","49057",-0.0257928352802992
"2803","50001",NA
"2804","50003",NA
"2805","50005",NA
"2806","50007",-0.00837613921612501
"2807","50009",NA
"2808","50011",NA
"2809","50013",NA
"2810","50015",NA
"2811","50017",NA
"2812","50019",NA
"2813","50021",NA
"2814","50023",NA
"2815","50025",NA
"2816","50027",NA
"2817","51001",NA
"2818","51003",-0.02294747158885
"2819","51005",NA
"2820","51007",NA
"2821","51009",NA
"2822","51011",NA
"2823","51013",-0.0324239060282707
"2824","51015",NA
"2825","51017",NA
"2826","51019",NA
"2827","51021",NA
"2828","51023",NA
"2829","51025",NA
"2830","51027",NA
"2831","51029",NA
"2832","51031",NA
"2833","51033",-0.13416799902916
"2834","51035",NA
"2835","51036",NA
"2836","51037",NA
"2837","51041",-0.0517959930002689
"2838","51043",NA
"2839","51045",NA
"2840","51047",-0.112800523638725
"2841","51049",NA
"2842","51051",NA
"2843","51053",NA
"2844","51057",NA
"2845","51059",-0.0892547890543938
"2846","51061",-0.166710615158081
"2847","51063",NA
"2848","51065",NA
"2849","51067",NA
"2850","51069",-0.192306667566299
"2851","51071",NA
"2852","51073",NA
"2853","51075",NA
"2854","51077",NA
"2855","51079",NA
"2856","51081",NA
"2857","51083",NA
"2858","51085",-0.0609467253088951
"2859","51087",-0.0371649041771889
"2860","51089",NA
"2861","51091",NA
"2862","51093",NA
"2863","51095",-0.044472947716713
"2864","51097",NA
"2865","51099",-0.177560418844223
"2866","51101",NA
"2867","51103",NA
"2868","51105",NA
"2869","51107",-0.195852637290955
"2870","51109",NA
"2871","51111",NA
"2872","51113",NA
"2873","51115",NA
"2874","51117",NA
"2875","51119",NA
"2876","51121",-0.00938784051686525
"2877","51125",NA
"2878","51127",NA
"2879","51131",NA
"2880","51133",NA
"2881","51135",NA
"2882","51137",-0.130606859922409
"2883","51139",NA
"2884","51141",NA
"2885","51143",NA
"2886","51145",NA
"2887","51147",NA
"2888","51149",NA
"2889","51153",-0.412831693887711
"2890","51155",NA
"2891","51157",NA
"2892","51159",NA
"2893","51161",0.000287789065623656
"2894","51163",NA
"2895","51165",NA
"2896","51167",NA
"2897","51169",NA
"2898","51171",NA
"2899","51173",NA
"2900","51175",NA
"2901","51177",-0.216198027133942
"2902","51179",-0.284392565488815
"2903","51181",NA
"2904","51183",NA
"2905","51185",NA
"2906","51187",-0.143017843365669
"2907","51191",NA
"2908","51193",NA
"2909","51195",NA
"2910","51197",NA
"2911","51199",-0.0450766272842884
"2912","51510",-0.0279693827033043
"2913","51520",NA
"2914","51530",NA
"2915","51540",-0.0211987178772688
"2916","51550",-0.071864977478981
"2917","51570",-0.0440837815403938
"2918","51580",NA
"2919","51590",NA
"2920","51600",NA
"2921","51610",NA
"2922","51620",NA
"2923","51630",-0.0653629451990128
"2924","51640",NA
"2925","51650",-0.0308104064315557
"2926","51660",NA
"2927","51670",-0.0629593506455421
"2928","51678",NA
"2929","51680",-0.0194124858826399
"2930","51683",-0.309523105621338
"2931","51690",-0.016117149963975
"2932","51700",-0.0315863527357578
"2933","51710",-0.0687403306365013
"2934","51720",NA
"2935","51730",NA
"2936","51735",NA
"2937","51740",-0.113787084817886
"2938","51750",NA
"2939","51760",-0.0463405214250088
"2940","51770",-0.0294409357011318
"2941","51775",-0.0292449668049812
"2942","51790",0.00571591313928366
"2943","51800",-0.043126292526722
"2944","51810",-0.0385598689317703
"2945","51820",NA
"2946","51840",-0.121918983757496
"2947","53001",NA
"2948","53003",-0.0794563144445419
"2949","53005",0.0186192132532597
"2950","53007",-0.0077504925429821
"2951","53009",NA
"2952","53011",-0.100438229739666
"2953","53013",NA
"2954","53015",-0.0438866652548313
"2955","53017",0.01796043664217
"2956","53019",NA
"2957","53021",0.00703794788569212
"2958","53023",NA
"2959","53025",-0.0299357678741217
"2960","53027",-0.0594896264374256
"2961","53029",-0.0948395729064941
"2962","53031",NA
"2963","53033",-0.068384513258934
"2964","53035",-0.0750411227345467
"2965","53037",NA
"2966","53039",NA
"2967","53041",-0.0839874893426895
"2968","53043",NA
"2969","53045",-0.10714016109705
"2970","53047",NA
"2971","53049",NA
"2972","53051",NA
"2973","53053",-0.114472270011902
"2974","53055",NA
"2975","53057",-0.0670631006360054
"2976","53059",NA
"2977","53061",-0.137517973780632
"2978","53063",-0.0253480430692434
"2979","53065",NA
"2980","53067",-0.052208423614502
"2981","53069",NA
"2982","53071",-0.0167364180088043
"2983","53073",-0.0602583661675453
"2984","53075",NA
"2985","53077",-0.010406494140625
"2986","54001",NA
"2987","54003",NA
"2988","54005",NA
"2989","54007",NA
"2990","54009",NA
"2991","54011",NA
"2992","54013",NA
"2993","54015",NA
"2994","54017",NA
"2995","54019",NA
"2996","54021",NA
"2997","54023",NA
"2998","54025",NA
"2999","54027",NA
"3000","54029",NA
"3001","54031",NA
"3002","54033",NA
"3003","54035",NA
"3004","54037",-0.183283314108849
"3005","54039",NA
"3006","54041",NA
"3007","54043",NA
"3008","54045",NA
"3009","54047",NA
"3010","54049",NA
"3011","54051",NA
"3012","54053",NA
"3013","54055",NA
"3014","54057",NA
"3015","54059",NA
"3016","54061",NA
"3017","54063",NA
"3018","54065",NA
"3019","54067",NA
"3020","54069",NA
"3021","54071",NA
"3022","54073",NA
"3023","54075",NA
"3024","54077",NA
"3025","54079",NA
"3026","54081",NA
"3027","54083",NA
"3028","54085",NA
"3029","54087",NA
"3030","54089",NA
"3031","54091",NA
"3032","54093",NA
"3033","54095",NA
"3034","54097",NA
"3035","54099",NA
"3036","54101",NA
"3037","54103",NA
"3038","54105",NA
"3039","54107",NA
"3040","54109",NA
"3041","55001",NA
"3042","55003",NA
"3043","55005",NA
"3044","55007",NA
"3045","55009",-0.0162642169743776
"3046","55011",NA
"3047","55013",NA
"3048","55015",NA
"3049","55017",-0.0549993999302387
"3050","55019",NA
"3051","55021",NA
"3052","55023",NA
"3053","55025",-0.015697218477726
"3054","55027",NA
"3055","55029",NA
"3056","55031",-1.53122909978265e-05
"3057","55033",NA
"3058","55035",-0.026091443374753
"3059","55037",NA
"3060","55039",-0.0120821576565504
"3061","55041",NA
"3062","55043",NA
"3063","55045",NA
"3064","55047",NA
"3065","55049",NA
"3066","55051",NA
"3067","55053",NA
"3068","55055",-0.053721833974123
"3069","55057",NA
"3070","55059",-0.0892019048333168
"3071","55061",NA
"3072","55063",NA
"3073","55065",NA
"3074","55067",NA
"3075","55069",NA
"3076","55071",NA
"3077","55073",-0.0264843907207251
"3078","55075",NA
"3079","55077",NA
"3080","55078",NA
"3081","55079",-0.0650570765137672
"3082","55081",-0.0237185414880514
"3083","55083",NA
"3084","55085",NA
"3085","55087",-0.010176139883697
"3086","55089",-0.0119589818641543
"3087","55091",NA
"3088","55093",NA
"3089","55095",NA
"3090","55097",-0.0215623956173658
"3091","55099",NA
"3092","55101",-0.0493278950452805
"3093","55103",NA
"3094","55105",-0.0357540287077427
"3095","55107",NA
"3096","55109",-0.0709520652890205
"3097","55111",NA
"3098","55113",NA
"3099","55115",NA
"3100","55117",-0.0226691495627165
"3101","55119",NA
"3102","55121",NA
"3103","55123",NA
"3104","55125",NA
"3105","55127",NA
"3106","55129",NA
"3107","55131",-0.0366786792874336
"3108","55133",-0.0230764243751764
"3109","55135",NA
"3110","55137",NA
"3111","55139",-0.00762951606884599
"3112","55141",-0.0347719751298428
"3113","56001",NA
"3114","56003",NA
"3115","56005",NA
"3116","56007",NA
"3117","56009",NA
"3118","56011",NA
"3119","56013",NA
"3120","56015",NA
"3121","56017",NA
"3122","56019",NA
"3123","56021",-0.0257512405514717
"3124","56023",NA
"3125","56025",0.00315537257120013
"3126","56027",NA
"3127","56029",NA
"3128","56031",NA
"3129","56033",NA
"3130","56035",NA
"3131","56037",NA
"3132","56039",NA
"3133","56041",NA
"3134","56043",NA
"3135","56045",NA
